name,star,pull command,version,dockerfilelink
redis,9.6K,docker pull redis,"6.0.14, 6.0, 6.0.14-buster, 6.0-buster",https://github.com/docker-library/redis/blob/07eb60ebe0d977d5b26fea67f41af73ac1efceb2/6.0/Dockerfile
redis,9.6K,docker pull redis,"6.0.14-alpine, 6.0-alpine, 6.0.14-alpine3.13, 6.0-alpine3.13",https://github.com/docker-library/redis/blob/07eb60ebe0d977d5b26fea67f41af73ac1efceb2/6.0/alpine/Dockerfile
redis,9.6K,docker pull redis,"5.0.12, 5.0, 5, 5.0.12-buster, 5.0-buster, 5-buster",https://github.com/docker-library/redis/blob/147762b57f4d4391ba6cf8fbd1e7590a606643ef/5/Dockerfile
redis,9.6K,docker pull redis,"5.0.12-32bit, 5.0-32bit, 5-32bit, 5.0.12-32bit-buster, 5.0-32bit-buster, 5-32bit-buster",https://github.com/docker-library/redis/blob/147762b57f4d4391ba6cf8fbd1e7590a606643ef/5/32bit/Dockerfile
redis,9.6K,docker pull redis,"5.0.12-alpine, 5.0-alpine, 5-alpine, 5.0.12-alpine3.13, 5.0-alpine3.13, 5-alpine3.13",https://github.com/docker-library/redis/blob/147762b57f4d4391ba6cf8fbd1e7590a606643ef/5/alpine/Dockerfile
traefik,2.1K,docker pull traefik,"v2.4.8-windowsservercore-1809, 2.4.8-windowsservercore-1809, v2.4-windowsservercore-1809, 2.4-windowsservercore-1809, livarot-windowsservercore-1809, windowsservercore-1809",https://github.com/traefik/traefik-library-image/blob/c704f6f1db80e36ed01040d5da27d753f2a03ad1/windows/1809/Dockerfile
traefik,2.1K,docker pull traefik,"v2.4.8, 2.4.8, v2.4, 2.4, livarot, latest",https://github.com/traefik/traefik-library-image/blob/c704f6f1db80e36ed01040d5da27d753f2a03ad1/alpine/Dockerfile
traefik,2.1K,docker pull traefik,"v1.7.30-windowsservercore-1809, 1.7.30-windowsservercore-1809, v1.7-windowsservercore-1809, 1.7-windowsservercore-1809, maroilles-windowsservercore-1809",https://github.com/traefik/traefik-library-image/blob/7d554807d47ad41f0cc622b107504cb338fed7c5/windows/1809/Dockerfile
traefik,2.1K,docker pull traefik,"v1.7.30-alpine, 1.7.30-alpine, v1.7-alpine, 1.7-alpine, maroilles-alpine",https://github.com/traefik/traefik-library-image/blob/7d554807d47ad41f0cc622b107504cb338fed7c5/alpine/Dockerfile
traefik,2.1K,docker pull traefik,"v1.7.30, 1.7.30, v1.7, 1.7, maroilles",https://github.com/traefik/traefik-library-image/blob/7d554807d47ad41f0cc622b107504cb338fed7c5/scratch/Dockerfile
node,10K+,docker pull node,"16-alpine3.11, 16.3-alpine3.11, 16.3.0-alpine3.11, alpine3.11, current-alpine3.11",https://github.com/nodejs/docker-node/blob/8d77359e4f20c45829f7d7399b76a5eb99eff4da/16/alpine3.11/Dockerfile
node,10K+,docker pull node,"16-alpine3.12, 16.3-alpine3.12, 16.3.0-alpine3.12, alpine3.12, current-alpine3.12",https://github.com/nodejs/docker-node/blob/8d77359e4f20c45829f7d7399b76a5eb99eff4da/16/alpine3.12/Dockerfile
node,10K+,docker pull node,"16-alpine, 16-alpine3.13, 16.3-alpine, 16.3-alpine3.13, 16.3.0-alpine, 16.3.0-alpine3.13, alpine, alpine3.13, current-alpine, current-alpine3.13",https://github.com/nodejs/docker-node/blob/8d77359e4f20c45829f7d7399b76a5eb99eff4da/16/alpine3.13/Dockerfile
node,10K+,docker pull node,"16, 16-buster, 16.3, 16.3-buster, 16.3.0, 16.3.0-buster, buster, current, current-buster, latest",https://github.com/nodejs/docker-node/blob/8d77359e4f20c45829f7d7399b76a5eb99eff4da/16/buster/Dockerfile
node,10K+,docker pull node,"16-buster-slim, 16-slim, 16.3-buster-slim, 16.3-slim, 16.3.0-buster-slim, 16.3.0-slim, buster-slim, current-buster-slim, current-slim, slim",https://github.com/nodejs/docker-node/blob/8d77359e4f20c45829f7d7399b76a5eb99eff4da/16/buster-slim/Dockerfile
node,10K+,docker pull node,"16-stretch, 16.3-stretch, 16.3.0-stretch, current-stretch, stretch",https://github.com/nodejs/docker-node/blob/8d77359e4f20c45829f7d7399b76a5eb99eff4da/16/stretch/Dockerfile
node,10K+,docker pull node,"16-stretch-slim, 16.3-stretch-slim, 16.3.0-stretch-slim, current-stretch-slim, stretch-slim",https://github.com/nodejs/docker-node/blob/8d77359e4f20c45829f7d7399b76a5eb99eff4da/16/stretch-slim/Dockerfile
node,10K+,docker pull node,"14-alpine, 14-alpine3.11, 14.17-alpine, 14.17-alpine3.11, 14.17.1-alpine, 14.17.1-alpine3.11, fermium-alpine, fermium-alpine3.11, lts-alpine, lts-alpine3.11",https://github.com/nodejs/docker-node/blob/1d04d72efc47227406ba321479eef0e58484f80a/14/alpine3.11/Dockerfile
node,10K+,docker pull node,"14-alpine3.12, 14.17-alpine3.12, 14.17.1-alpine3.12, fermium-alpine3.12, lts-alpine3.12",https://github.com/nodejs/docker-node/blob/1d04d72efc47227406ba321479eef0e58484f80a/14/alpine3.12/Dockerfile
node,10K+,docker pull node,"14-alpine3.13, 14.17-alpine3.13, 14.17.1-alpine3.13, fermium-alpine3.13, lts-alpine3.13",https://github.com/nodejs/docker-node/blob/1d04d72efc47227406ba321479eef0e58484f80a/14/alpine3.13/Dockerfile
node,10K+,docker pull node,"14-buster, 14.17-buster, 14.17.1-buster, fermium-buster, lts-buster",https://github.com/nodejs/docker-node/blob/1d04d72efc47227406ba321479eef0e58484f80a/14/buster/Dockerfile
node,10K+,docker pull node,"14-buster-slim, 14.17-buster-slim, 14.17.1-buster-slim, fermium-buster-slim, lts-buster-slim",https://github.com/nodejs/docker-node/blob/1d04d72efc47227406ba321479eef0e58484f80a/14/buster-slim/Dockerfile
node,10K+,docker pull node,"14, 14-stretch, 14.17, 14.17-stretch, 14.17.1, 14.17.1-stretch, fermium, fermium-stretch, lts, lts-fermium, lts-stretch",https://github.com/nodejs/docker-node/blob/1d04d72efc47227406ba321479eef0e58484f80a/14/stretch/Dockerfile
node,10K+,docker pull node,"14-slim, 14-stretch-slim, 14.17-slim, 14.17-stretch-slim, 14.17.1-slim, 14.17.1-stretch-slim, fermium-slim, fermium-stretch-slim, lts-slim, lts-stretch-slim",https://github.com/nodejs/docker-node/blob/1d04d72efc47227406ba321479eef0e58484f80a/14/stretch-slim/Dockerfile
node,10K+,docker pull node,"12-alpine, 12-alpine3.11, 12.22-alpine, 12.22-alpine3.11, 12.22.1-alpine, 12.22.1-alpine3.11, erbium-alpine, erbium-alpine3.11",https://github.com/nodejs/docker-node/blob/31246f5f779cafa0930a1db04bd00d875d6a940d/12/alpine3.11/Dockerfile
node,10K+,docker pull node,"12-alpine3.12, 12.22-alpine3.12, 12.22.1-alpine3.12, erbium-alpine3.12",https://github.com/nodejs/docker-node/blob/31246f5f779cafa0930a1db04bd00d875d6a940d/12/alpine3.12/Dockerfile
node,10K+,docker pull node,"12-buster, 12.22-buster, 12.22.1-buster, erbium-buster",https://github.com/nodejs/docker-node/blob/31246f5f779cafa0930a1db04bd00d875d6a940d/12/buster/Dockerfile
node,10K+,docker pull node,"12-buster-slim, 12.22-buster-slim, 12.22.1-buster-slim, erbium-buster-slim",https://github.com/nodejs/docker-node/blob/31246f5f779cafa0930a1db04bd00d875d6a940d/12/buster-slim/Dockerfile
node,10K+,docker pull node,"12, 12-stretch, 12.22, 12.22-stretch, 12.22.1, 12.22.1-stretch, erbium, erbium-stretch",https://github.com/nodejs/docker-node/blob/31246f5f779cafa0930a1db04bd00d875d6a940d/12/stretch/Dockerfile
node,10K+,docker pull node,"12-slim, 12-stretch-slim, 12.22-slim, 12.22-stretch-slim, 12.22.1-slim, 12.22.1-stretch-slim, erbium-slim, erbium-stretch-slim",https://github.com/nodejs/docker-node/blob/31246f5f779cafa0930a1db04bd00d875d6a940d/12/stretch-slim/Dockerfile
mariadb,4.2K,docker pull mariadb,"10.6.1-focal, 10.6-focal, beta-focal, 10.6.1, 10.6, beta",https://github.com/MariaDB/mariadb-docker/blob/2ef69de05f84aee8a141c0d37cdb5b9790ac91d9/10.6/Dockerfile
mariadb,4.2K,docker pull mariadb,"10.5.10-focal, 10.5-focal, 10-focal, focal, 10.5.10, 10.5, 10, latest",https://github.com/MariaDB/mariadb-docker/blob/6f5d272ca053105901c23fcdc44884907aa4d11d/10.5/Dockerfile
mariadb,4.2K,docker pull mariadb,"10.4.19-focal, 10.4-focal, 10.4.19, 10.4",https://github.com/MariaDB/mariadb-docker/blob/6f5d272ca053105901c23fcdc44884907aa4d11d/10.4/Dockerfile
mariadb,4.2K,docker pull mariadb,"10.3.29-focal, 10.3-focal, 10.3.29, 10.3",https://github.com/MariaDB/mariadb-docker/blob/6f5d272ca053105901c23fcdc44884907aa4d11d/10.3/Dockerfile
mariadb,4.2K,docker pull mariadb,"10.2.38-bionic, 10.2-bionic, 10.2.38, 10.2",https://github.com/MariaDB/mariadb-docker/blob/6f5d272ca053105901c23fcdc44884907aa4d11d/10.2/Dockerfile
mysql,10K+,docker pull mysql,"8.0.25, 8.0, 8, latest",https://github.com/docker-library/mysql/blob/a09a716a88ce34a17e16df3f8b091066d90e6f34/8.0/Dockerfile.debian
mysql,10K+,docker pull mysql,"5.7.34, 5.7, 5",https://github.com/docker-library/mysql/blob/b11f06b0d202e7b0f97b000e158fc4fc869d2194/5.7/Dockerfile.debian
mysql,10K+,docker pull mysql,"5.6.51, 5.6",https://github.com/docker-library/mysql/blob/43ee7daebca3af6cb13ae3032b2a4e6f642c7233/5.6/Dockerfile.debian
python,6.2K,docker pull python,"3.10.0b2-buster, 3.10-rc-buster, rc-buster",https://github.com/docker-library/python/blob/7ab4f6da821f88dbe582ed510836001f5bc3ac20/3.10-rc/buster/Dockerfile
python,6.2K,docker pull python,"3.10.0b2-slim-buster, 3.10-rc-slim-buster, rc-slim-buster, 3.10.0b2-slim, 3.10-rc-slim, rc-slim",https://github.com/docker-library/python/blob/7ab4f6da821f88dbe582ed510836001f5bc3ac20/3.10-rc/buster/slim/Dockerfile
python,6.2K,docker pull python,"3.10.0b2-alpine3.13, 3.10-rc-alpine3.13, rc-alpine3.13, 3.10.0b2-alpine, 3.10-rc-alpine, rc-alpine",https://github.com/docker-library/python/blob/7ab4f6da821f88dbe582ed510836001f5bc3ac20/3.10-rc/alpine3.13/Dockerfile
python,6.2K,docker pull python,"3.10.0b2-alpine3.12, 3.10-rc-alpine3.12, rc-alpine3.12",https://github.com/docker-library/python/blob/7ab4f6da821f88dbe582ed510836001f5bc3ac20/3.10-rc/alpine3.12/Dockerfile
python,6.2K,docker pull python,"3.10.0b2-windowsservercore-1809, 3.10-rc-windowsservercore-1809, rc-windowsservercore-1809",https://github.com/docker-library/python/blob/7ab4f6da821f88dbe582ed510836001f5bc3ac20/3.10-rc/windows/windowsservercore-1809/Dockerfile
python,6.2K,docker pull python,"3.10.0b2-windowsservercore-ltsc2016, 3.10-rc-windowsservercore-ltsc2016, rc-windowsservercore-ltsc2016",https://github.com/docker-library/python/blob/7ab4f6da821f88dbe582ed510836001f5bc3ac20/3.10-rc/windows/windowsservercore-ltsc2016/Dockerfile
python,6.2K,docker pull python,"3.9.5-buster, 3.9-buster, 3-buster, buster",https://github.com/docker-library/python/blob/4c919b943df198286386e00dff51c9cf4074c18d/3.9/buster/Dockerfile
python,6.2K,docker pull python,"3.9.5-slim-buster, 3.9-slim-buster, 3-slim-buster, slim-buster, 3.9.5-slim, 3.9-slim, 3-slim, slim",https://github.com/docker-library/python/blob/4c919b943df198286386e00dff51c9cf4074c18d/3.9/buster/slim/Dockerfile
python,6.2K,docker pull python,"3.9.5-alpine3.13, 3.9-alpine3.13, 3-alpine3.13, alpine3.13, 3.9.5-alpine, 3.9-alpine, 3-alpine, alpine",https://github.com/docker-library/python/blob/4c919b943df198286386e00dff51c9cf4074c18d/3.9/alpine3.13/Dockerfile
python,6.2K,docker pull python,"3.9.5-alpine3.12, 3.9-alpine3.12, 3-alpine3.12, alpine3.12",https://github.com/docker-library/python/blob/4c919b943df198286386e00dff51c9cf4074c18d/3.9/alpine3.12/Dockerfile
python,6.2K,docker pull python,"3.9.5-windowsservercore-1809, 3.9-windowsservercore-1809, 3-windowsservercore-1809, windowsservercore-1809",https://github.com/docker-library/python/blob/4c919b943df198286386e00dff51c9cf4074c18d/3.9/windows/windowsservercore-1809/Dockerfile
python,6.2K,docker pull python,"3.9.5-windowsservercore-ltsc2016, 3.9-windowsservercore-ltsc2016, 3-windowsservercore-ltsc2016, windowsservercore-ltsc2016",https://github.com/docker-library/python/blob/4c919b943df198286386e00dff51c9cf4074c18d/3.9/windows/windowsservercore-ltsc2016/Dockerfile
python,6.2K,docker pull python,"3.8.10-buster, 3.8-buster",https://github.com/docker-library/python/blob/ced32ddcaaa100447201a3b611e3556433db983d/3.8/buster/Dockerfile
python,6.2K,docker pull python,"3.8.10-slim-buster, 3.8-slim-buster, 3.8.10-slim, 3.8-slim",https://github.com/docker-library/python/blob/ced32ddcaaa100447201a3b611e3556433db983d/3.8/buster/slim/Dockerfile
python,6.2K,docker pull python,"3.8.10-alpine3.13, 3.8-alpine3.13, 3.8.10-alpine, 3.8-alpine",https://github.com/docker-library/python/blob/ced32ddcaaa100447201a3b611e3556433db983d/3.8/alpine3.13/Dockerfile
python,6.2K,docker pull python,"3.8.10-alpine3.12, 3.8-alpine3.12",https://github.com/docker-library/python/blob/ced32ddcaaa100447201a3b611e3556433db983d/3.8/alpine3.12/Dockerfile
python,6.2K,docker pull python,"3.8.10-windowsservercore-1809, 3.8-windowsservercore-1809",https://github.com/docker-library/python/blob/ced32ddcaaa100447201a3b611e3556433db983d/3.8/windows/windowsservercore-1809/Dockerfile
python,6.2K,docker pull python,"3.8.10-windowsservercore-ltsc2016, 3.8-windowsservercore-ltsc2016",https://github.com/docker-library/python/blob/ced32ddcaaa100447201a3b611e3556433db983d/3.8/windows/windowsservercore-ltsc2016/Dockerfile
python,6.2K,docker pull python,"3.7.10-buster, 3.7-buster",https://github.com/docker-library/python/blob/c2fa093846ecd19630d29b0762b58fccb8659624/3.7/buster/Dockerfile
python,6.2K,docker pull python,"3.7.10-slim-buster, 3.7-slim-buster, 3.7.10-slim, 3.7-slim",https://github.com/docker-library/python/blob/c2fa093846ecd19630d29b0762b58fccb8659624/3.7/buster/slim/Dockerfile
python,6.2K,docker pull python,"3.7.10-stretch, 3.7-stretch",https://github.com/docker-library/python/blob/c2fa093846ecd19630d29b0762b58fccb8659624/3.7/stretch/Dockerfile
python,6.2K,docker pull python,"3.7.10-slim-stretch, 3.7-slim-stretch",https://github.com/docker-library/python/blob/c2fa093846ecd19630d29b0762b58fccb8659624/3.7/stretch/slim/Dockerfile
python,6.2K,docker pull python,"3.7.10-alpine3.13, 3.7-alpine3.13, 3.7.10-alpine, 3.7-alpine",https://github.com/docker-library/python/blob/c2fa093846ecd19630d29b0762b58fccb8659624/3.7/alpine3.13/Dockerfile
python,6.2K,docker pull python,"3.7.10-alpine3.12, 3.7-alpine3.12",https://github.com/docker-library/python/blob/c2fa093846ecd19630d29b0762b58fccb8659624/3.7/alpine3.12/Dockerfile
python,6.2K,docker pull python,"3.6.13-buster, 3.6-buster",https://github.com/docker-library/python/blob/ec37e63c36278c8916d1e758bd551b5d3f0f6db6/3.6/buster/Dockerfile
python,6.2K,docker pull python,"3.6.13-slim-buster, 3.6-slim-buster, 3.6.13-slim, 3.6-slim",https://github.com/docker-library/python/blob/ec37e63c36278c8916d1e758bd551b5d3f0f6db6/3.6/buster/slim/Dockerfile
python,6.2K,docker pull python,"3.6.13-stretch, 3.6-stretch",https://github.com/docker-library/python/blob/ec37e63c36278c8916d1e758bd551b5d3f0f6db6/3.6/stretch/Dockerfile
python,6.2K,docker pull python,"3.6.13-slim-stretch, 3.6-slim-stretch",https://github.com/docker-library/python/blob/ec37e63c36278c8916d1e758bd551b5d3f0f6db6/3.6/stretch/slim/Dockerfile
python,6.2K,docker pull python,"3.6.13-alpine3.13, 3.6-alpine3.13, 3.6.13-alpine, 3.6-alpine",https://github.com/docker-library/python/blob/ec37e63c36278c8916d1e758bd551b5d3f0f6db6/3.6/alpine3.13/Dockerfile
python,6.2K,docker pull python,"3.6.13-alpine3.12, 3.6-alpine3.12",https://github.com/docker-library/python/blob/ec37e63c36278c8916d1e758bd551b5d3f0f6db6/3.6/alpine3.12/Dockerfile
nginx,10K+,docker pull nginx,"1.21.0, mainline, 1, 1.21, latest",https://github.com/nginxinc/docker-nginx/blob/f3fe494531f9b157d9c09ba509e412dace54cd4f/mainline/debian/Dockerfile
nginx,10K+,docker pull nginx,"1.21.0-perl, mainline-perl, 1-perl, 1.21-perl, perl",https://github.com/nginxinc/docker-nginx/blob/f3fe494531f9b157d9c09ba509e412dace54cd4f/mainline/debian-perl/Dockerfile
nginx,10K+,docker pull nginx,"1.21.0-alpine, mainline-alpine, 1-alpine, 1.21-alpine, alpine",https://github.com/nginxinc/docker-nginx/blob/f3fe494531f9b157d9c09ba509e412dace54cd4f/mainline/alpine/Dockerfile
nginx,10K+,docker pull nginx,"1.21.0-alpine-perl, mainline-alpine-perl, 1-alpine-perl, 1.21-alpine-perl, alpine-perl",https://github.com/nginxinc/docker-nginx/blob/f3fe494531f9b157d9c09ba509e412dace54cd4f/mainline/alpine-perl/Dockerfile
nginx,10K+,docker pull nginx,"1.20.1, stable, 1.20",https://github.com/nginxinc/docker-nginx/blob/f3fe494531f9b157d9c09ba509e412dace54cd4f/stable/debian/Dockerfile
nginx,10K+,docker pull nginx,"1.20.1-perl, stable-perl, 1.20-perl",https://github.com/nginxinc/docker-nginx/blob/f3fe494531f9b157d9c09ba509e412dace54cd4f/stable/debian-perl/Dockerfile
nginx,10K+,docker pull nginx,"1.20.1-alpine, stable-alpine, 1.20-alpine",https://github.com/nginxinc/docker-nginx/blob/f3fe494531f9b157d9c09ba509e412dace54cd4f/stable/alpine/Dockerfile
nginx,10K+,docker pull nginx,"1.20.1-alpine-perl, stable-alpine-perl, 1.20-alpine-perl",https://github.com/nginxinc/docker-nginx/blob/f3fe494531f9b157d9c09ba509e412dace54cd4f/stable/alpine-perl/Dockerfile
docker,1.6K,docker pull docker,"20.10.7, 20.10, 20, latest",https://github.com/docker-library/docker/blob/279ba9c93e8e26a15171645bd511ea8476c4706e/20.10/Dockerfile
docker,1.6K,docker pull docker,"20.10.7-dind, 20.10-dind, 20-dind, dind",https://github.com/docker-library/docker/blob/30d7b9bf7663c96fcd888bd75e9aaa547a808a23/20.10/dind/Dockerfile
docker,1.6K,docker pull docker,"20.10.7-dind-rootless, 20.10-dind-rootless, 20-dind-rootless, dind-rootless",https://github.com/docker-library/docker/blob/279ba9c93e8e26a15171645bd511ea8476c4706e/20.10/dind-rootless/Dockerfile
docker,1.6K,docker pull docker,"20.10.7-git, 20.10-git, 20-git, git",https://github.com/docker-library/docker/blob/387e351394bfad74bceebf8303c6c8e39c3d4ed4/20.10/git/Dockerfile
docker,1.6K,docker pull docker,"20.10.7-windowsservercore-1809, 20.10-windowsservercore-1809, 20-windowsservercore-1809, windowsservercore-1809",https://github.com/docker-library/docker/blob/279ba9c93e8e26a15171645bd511ea8476c4706e/20.10/windows/windowsservercore-1809/Dockerfile
docker,1.6K,docker pull docker,"19.03.15, 19.03, 19",https://github.com/docker-library/docker/blob/835c371c516ebdf67adc0c76bbfb38bf9d3e586c/19.03/Dockerfile
docker,1.6K,docker pull docker,"19.03.15-dind, 19.03-dind, 19-dind",https://github.com/docker-library/docker/blob/f0abe5a51a683c02501fd7ff8384fb17dbbeb946/19.03/dind/Dockerfile
docker,1.6K,docker pull docker,"19.03.15-dind-rootless, 19.03-dind-rootless, 19-dind-rootless",https://github.com/docker-library/docker/blob/835c371c516ebdf67adc0c76bbfb38bf9d3e586c/19.03/dind-rootless/Dockerfile
docker,1.6K,docker pull docker,"19.03.15-git, 19.03-git, 19-git",https://github.com/docker-library/docker/blob/12d1c2763b54d29137ec448a3e4ad1a9aefae1a0/19.03/git/Dockerfile
httpd,3.5K,docker pull httpd,"2.4.48, 2.4, 2, latest",https://github.com/docker-library/httpd/blob/8835b23f748f80bcec510c14b68c84bc37767cdb/2.4/Dockerfile
httpd,3.5K,docker pull httpd,"2.4.48-alpine, 2.4-alpine, 2-alpine, alpine",https://github.com/docker-library/httpd/blob/46340f4c78fa6b0ba66e814f0aef3ada6c1f535f/2.4/alpine/Dockerfile
rabbitmq,3.8K,docker pull rabbitmq,"3.8.18-beta.1, 3.8-rc",https://github.com/docker-library/rabbitmq/blob/a740fcd4414566d8abc39386fdd3b2dedff2fba9/3.8-rc/ubuntu/Dockerfile
rabbitmq,3.8K,docker pull rabbitmq,"3.8.18-beta.1-management, 3.8-rc-management",https://github.com/docker-library/rabbitmq/blob/7e63843da6bfb191ddee6dbe3dd7ec0df36ae70b/3.8-rc/ubuntu/management/Dockerfile
rabbitmq,3.8K,docker pull rabbitmq,"3.8.18-beta.1-alpine, 3.8-rc-alpine",https://github.com/docker-library/rabbitmq/blob/a740fcd4414566d8abc39386fdd3b2dedff2fba9/3.8-rc/alpine/Dockerfile
rabbitmq,3.8K,docker pull rabbitmq,"3.8.18-beta.1-management-alpine, 3.8-rc-management-alpine",https://github.com/docker-library/rabbitmq/blob/7e63843da6bfb191ddee6dbe3dd7ec0df36ae70b/3.8-rc/alpine/management/Dockerfile
