name,star,pull command,version,dockerfilelink
.NET Core Runtime,0,,dotnet/aspnet,https://hub.docker.com/_/microsoft-dotnet-aspnet/
.NET Core Runtime,0,,dotnet/runtime-deps,https://hub.docker.com/_/microsoft-dotnet-runtime-deps/
.NET Core Runtime,0,,dotnet/monitor,https://hub.docker.com/_/microsoft-dotnet-monitor/
.NET Core Runtime,0,,dotnet/samples,https://hub.docker.com/_/microsoft-dotnet-samples/
.NET Core Runtime,0,,dotnet/nightly/runtime,https://hub.docker.com/_/microsoft-dotnet-nightly-runtime/
ASP.NET Core Runtime,0,,dotnet,https://hub.docker.com/_/microsoft-dotnet/
ASP.NET Core Runtime,0,,dotnet/sdk,https://hub.docker.com/_/microsoft-dotnet-sdk/
ASP.NET Core Runtime,0,,dotnet/runtime,https://hub.docker.com/_/microsoft-dotnet-runtime/
ASP.NET Core Runtime,0,,dotnet/runtime-deps,https://hub.docker.com/_/microsoft-dotnet-runtime-deps/
ASP.NET Core Runtime,0,,dotnet/monitor,https://hub.docker.com/_/microsoft-dotnet-monitor/
ASP.NET Core Runtime,0,,dotnet/samples,https://hub.docker.com/_/microsoft-dotnet-samples/
ASP.NET Core Runtime,0,,dotnet/nightly/aspnet,https://hub.docker.com/_/microsoft-dotnet-nightly-aspnet/
.NET Runtime,0,,dotnet,https://hub.docker.com/_/microsoft-dotnet/
.NET Runtime,0,,dotnet/sdk,https://hub.docker.com/_/microsoft-dotnet-sdk/
.NET Runtime,0,,dotnet/aspnet,https://hub.docker.com/_/microsoft-dotnet-aspnet/
.NET Runtime,0,,dotnet/runtime-deps,https://hub.docker.com/_/microsoft-dotnet-runtime-deps/
.NET Runtime,0,,dotnet/monitor,https://hub.docker.com/_/microsoft-dotnet-monitor/
.NET Runtime,0,,dotnet/samples,https://hub.docker.com/_/microsoft-dotnet-samples/
.NET Runtime,0,,dotnet/nightly/runtime,https://hub.docker.com/_/microsoft-dotnet-nightly-runtime/
.NET Core SDK,0,,.NET Docker Sample,https://github.com/dotnet/dotnet-docker/blob/main/samples/dotnetapp/README.md
.NET Core SDK,0,,sample,https://github.com/dotnet/dotnet-docker/blob/main/samples/dotnetapp/Dockerfile
.NET Core SDK,0,,ASP.NET Core Docker Sample,https://github.com/dotnet/dotnet-docker/blob/main/samples/aspnetapp/README.md
.NET Core SDK,0,,sample,https://github.com/dotnet/dotnet-docker/blob/main/samples/aspnetapp/Dockerfile
.NET SDK,0,,.NET Docker Sample,https://github.com/dotnet/dotnet-docker/blob/main/samples/dotnetapp/README.md
.NET SDK,0,,sample,https://github.com/dotnet/dotnet-docker/blob/main/samples/dotnetapp/Dockerfile
.NET SDK,0,,ASP.NET Core Docker Sample,https://github.com/dotnet/dotnet-docker/blob/main/samples/aspnetapp/README.md
.NET SDK,0,,sample,https://github.com/dotnet/dotnet-docker/blob/main/samples/aspnetapp/Dockerfile
.NET Core Runtime Dependencies,0,,.NET self-contained Sample,https://github.com/dotnet/dotnet-docker/blob/main/samples/dotnetapp/dotnet-docker-selfcontained.md
.NET Core Runtime Dependencies,0,,sample,https://github.com/dotnet/dotnet-docker/blob/main/samples/dotnetapp/Dockerfile.debian-x64-selfcontained
.NET Runtime Dependencies,0,,.NET self-contained Sample,https://github.com/dotnet/dotnet-docker/blob/main/samples/dotnetapp/dotnet-docker-selfcontained.md
.NET Runtime Dependencies,0,,sample,https://github.com/dotnet/dotnet-docker/blob/main/samples/dotnetapp/Dockerfile.debian-x64-selfcontained
.NET Monitor,0,,dotnet,https://hub.docker.com/_/microsoft-dotnet/
.NET Monitor,0,,dotnet/sdk,https://hub.docker.com/_/microsoft-dotnet-sdk/
.NET Monitor,0,,dotnet/aspnet,https://hub.docker.com/_/microsoft-dotnet-aspnet/
.NET Monitor,0,,dotnet/runtime,https://hub.docker.com/_/microsoft-dotnet-runtime/
.NET Monitor,0,,dotnet/runtime-deps,https://hub.docker.com/_/microsoft-dotnet-runtime-deps/
.NET Monitor,0,,dotnet/samples,https://hub.docker.com/_/microsoft-dotnet-samples/
.NET Monitor,0,,dotnet/nightly/monitor,https://hub.docker.com/_/microsoft-dotnet-nightly-monitor/
Windows base OS images,0,,dotnet/core,https://hub.docker.com/_/microsoft-dotnet-core
Windows base OS images,0,,dotnet/framework,https://hub.docker.com/_/microsoft-dotnet-framework
Windows base OS images,0,,windows/servercore/iis,https://hub.docker.com/_/microsoft-windows-servercore-iis
Windows Server Core,0,,windows/servercore/insider,https://hub.docker.com/_/microsoft-windows-servercore-insider/
Nano Server,0,,windows/nanoserver/insider,https://hub.docker.com/_/microsoft-windows-nanoserver-insider/
